Episode =    1, score= 55.084 (best= 55.084, step=37, avg_reward=  1.489, worst=  1.730,  z-Pos=11.353032794193092, z-Vel=3.110647413244855, z-target=10.0)
Episode =  499, score= 46.162 (best= 72.260, step=32, avg_reward=  1.443, worst=  0.430,  z-Pos=11.340686542277917, z-Vel=3.0075251161816188, z-target=10.0)
Episode =  500, score= 56.359 (best= 72.260, step=38, avg_reward=  1.483, worst=  0.430,  z-Pos=11.3550147567769, z-Vel=3.049548030251432, z-target=10.0)
Episode =  501, score= 43.625 (best= 72.260, step=32, avg_reward=  1.363, worst=  0.430,  z-Pos=11.34503249053215, z-Vel=2.5736431150396206, z-target=10.0)
Episode =  502, score= 45.434 (best= 72.260, step=33, avg_reward=  1.377, worst=  0.430,  z-Pos=11.335594544290446, z-Vel=2.5827546165794883, z-target=10.0)
Episode =  503, score= 47.239 (best= 72.260, step=53, avg_reward=  0.891, worst=  0.392,  z-Pos=11.344513797609224, z-Vel=3.933815296174175, z-target=10.0)
Episode =  504, score= 54.890 (best= 72.260, step=45, avg_reward=  1.220, worst=  0.392,  z-Pos=11.36998872801866, z-Vel=3.3979868631986205, z-target=10.0)
Episode =  505, score= 57.960 (best= 72.260, step=39, avg_reward=  1.486, worst=  0.392,  z-Pos=11.374963841511079, z-Vel=3.092176403367778, z-target=10.0)
Episode =  506, score= 62.948 (best= 72.260, step=41, avg_reward=  1.535, worst=  0.392,  z-Pos=11.33229813264591, z-Vel=3.1776307264991965, z-target=10.0)
Episode =  507, score= 46.994 (best= 72.260, step=33, avg_reward=  1.424, worst=  0.392,  z-Pos=11.316709439373597, z-Vel=2.7752108749111004, z-target=10.0)
Episode =  508, score= 57.324 (best= 72.260, step=45, avg_reward=  1.274, worst=  0.392,  z-Pos=11.330624586882102, z-Vel=3.2968946275786806, z-target=10.0)
Episode =  509, score= 56.552 (best= 72.260, step=38, avg_reward=  1.488, worst=  0.392,  z-Pos=11.354932483527122, z-Vel=3.2296561860029116, z-target=10.0)
Episode =  510, score= 41.078 (best= 72.260, step=31, avg_reward=  1.325, worst=  0.392,  z-Pos=11.359103843987905, z-Vel=2.4523261421524656, z-target=10.0)
Episode =  511, score= 50.294 (best= 72.260, step=35, avg_reward=  1.437, worst=  0.392,  z-Pos=11.323003087802507, z-Vel=2.798532754513345, z-target=10.0)
Episode =  512, score= 44.415 (best= 72.260, step=32, avg_reward=  1.388, worst=  0.392,  z-Pos=11.342677262410088, z-Vel=2.698641316824435, z-target=10.0)
Episode =  513, score= 56.993 (best= 72.260, step=46, avg_reward=  1.239, worst=  0.392,  z-Pos=11.335741559524285, z-Vel=3.3115072311553475, z-target=10.0)
Episode =  514, score= 54.056 (best= 72.260, step=47, avg_reward=  1.150, worst=  0.392,  z-Pos=11.381361717037288, z-Vel=3.488768794145637, z-target=10.0)
Episode =  515, score= 63.461 (best= 72.260, step=42, avg_reward=  1.511, worst=  0.392,  z-Pos=11.353269833750153, z-Vel=3.2033500040895744, z-target=10.0)
Episode =  516, score= 60.449 (best= 72.260, step=40, avg_reward=  1.511, worst=  0.392,  z-Pos=11.338200378487967, z-Vel=3.090802501366162, z-target=10.0)
Episode =  517, score= 63.867 (best= 72.260, step=42, avg_reward=  1.521, worst=  0.392,  z-Pos=11.358233562452806, z-Vel=3.1397250361355233, z-target=10.0)
Episode =  518, score= 52.656 (best= 72.260, step=36, avg_reward=  1.463, worst=  0.392,  z-Pos=11.343179619601454, z-Vel=2.9689128305183554, z-target=10.0)
Episode =  519, score= 60.009 (best= 72.260, step=49, avg_reward=  1.225, worst=  0.392,  z-Pos=11.350019163701159, z-Vel=3.322028049473734, z-target=10.0)
Episode =  520, score= 54.956 (best= 72.260, step=46, avg_reward=  1.195, worst=  0.392,  z-Pos=11.336665913607364, z-Vel=3.3766781737821803, z-target=10.0)
Episode =  521, score= 55.660 (best= 72.260, step=49, avg_reward=  1.136, worst=  0.392,  z-Pos=11.360723053530062, z-Vel=3.455837365157794, z-target=10.0)
Episode =  522, score= 54.304 (best= 72.260, step=44, avg_reward=  1.234, worst=  0.392,  z-Pos=11.359714963576094, z-Vel=3.4004510392541527, z-target=10.0)
Episode =  523, score= 59.157 (best= 72.260, step=40, avg_reward=  1.479, worst=  0.392,  z-Pos=11.368773002427112, z-Vel=3.0062399369240795, z-target=10.0)
Episode =  524, score= 50.218 (best= 72.260, step=35, avg_reward=  1.435, worst=  0.392,  z-Pos=11.355434104475249, z-Vel=2.8894414066903154, z-target=10.0)
Episode =  525, score= 51.674 (best= 72.260, step=49, avg_reward=  1.055, worst=  0.392,  z-Pos=11.363060374805524, z-Vel=3.672365472944418, z-target=10.0)
Episode =  526, score= 61.675 (best= 72.260, step=41, avg_reward=  1.504, worst=  0.392,  z-Pos=11.362205094956003, z-Vel=3.091752414169182, z-target=10.0)
Episode =  527, score= 59.157 (best= 72.260, step=40, avg_reward=  1.479, worst=  0.392,  z-Pos=11.332524292256187, z-Vel=2.9045558398254916, z-target=10.0)
Episode =  528, score= 52.164 (best= 72.260, step=46, avg_reward=  1.134, worst=  0.392,  z-Pos=11.382922706920931, z-Vel=3.580082655073353, z-target=10.0)
Episode =  529, score= 53.418 (best= 72.260, step=37, avg_reward=  1.444, worst=  0.392,  z-Pos=11.361872037105336, z-Vel=2.891590901833374, z-target=10.0)
Episode =  530, score= 60.022 (best= 72.260, step=40, avg_reward=  1.501, worst=  0.392,  z-Pos=11.370946788146181, z-Vel=3.126614964414246, z-target=10.0)
Episode =  531, score= 64.583 (best= 72.260, step=42, avg_reward=  1.538, worst=  0.392,  z-Pos=11.337760491100475, z-Vel=3.1761776345080164, z-target=10.0)
Episode =  532, score= 62.641 (best= 72.260, step=41, avg_reward=  1.528, worst=  0.392,  z-Pos=11.33018831480062, z-Vel=3.1295614815920114, z-target=10.0)
Episode =  533, score= 49.914 (best= 72.260, step=49, avg_reward=  1.019, worst=  0.392,  z-Pos=11.380399495883923, z-Vel=3.7828495432888096, z-target=10.0)
Episode =  534, score= 67.953 (best= 72.260, step=44, avg_reward=  1.544, worst=  0.392,  z-Pos=11.324298908641662, z-Vel=3.122630325257587, z-target=10.0)
Episode =  535, score= 54.932 (best= 72.260, step=37, avg_reward=  1.485, worst=  0.392,  z-Pos=11.361180712931908, z-Vel=3.1123720608303667, z-target=10.0)
Episode =  536, score= 50.442 (best= 72.260, step=52, avg_reward=  0.970, worst=  0.392,  z-Pos=11.36286222105972, z-Vel=3.785532406920922, z-target=10.0)
Episode =  537, score= 57.864 (best= 72.260, step=39, avg_reward=  1.484, worst=  0.392,  z-Pos=11.34189315910127, z-Vel=2.9827221909406685, z-target=10.0)
Episode =  538, score= 60.297 (best= 72.260, step=40, avg_reward=  1.507, worst=  0.392,  z-Pos=11.353394252478182, z-Vel=3.113690930495306, z-target=10.0)
Episode =  539, score= 47.845 (best= 72.260, step=34, avg_reward=  1.407, worst=  0.392,  z-Pos=11.368382556302656, z-Vel=2.8170449220325295, z-target=10.0)
Episode =  540, score= 55.780 (best= 72.260, step=39, avg_reward=  1.430, worst=  0.392,  z-Pos=11.322509129907562, z-Vel=3.2072180289835743, z-target=10.0)
Episode =  541, score= 56.955 (best= 72.260, step=38, avg_reward=  1.499, worst=  0.392,  z-Pos=11.330263114520477, z-Vel=3.062562660099499, z-target=10.0)
Episode =  542, score= 50.458 (best= 72.260, step=43, avg_reward=  1.173, worst=  0.392,  z-Pos=11.368611399574336, z-Vel=3.5267821357416347, z-target=10.0)
Episode =  543, score= 53.653 (best= 72.260, step=43, avg_reward=  1.248, worst=  0.392,  z-Pos=11.35405973516211, z-Vel=3.365361161493739, z-target=10.0)
Episode =  544, score= 47.941 (best= 72.260, step=50, avg_reward=  0.959, worst=  0.392,  z-Pos=11.330757110741017, z-Vel=3.8395172923508896, z-target=10.0)
Episode =  545, score= 57.391 (best= 72.260, step=39, avg_reward=  1.472, worst=  0.392,  z-Pos=11.346910666289634, z-Vel=3.217213523311667, z-target=10.0)
Episode =  546, score= 48.262 (best= 72.260, step=34, avg_reward=  1.419, worst=  0.392,  z-Pos=11.31856328351461, z-Vel=2.7221110444204712, z-target=10.0)
Episode =  547, score= 36.035 (best= 72.260, step=28, avg_reward=  1.287, worst=  0.392,  z-Pos=11.321822601720468, z-Vel=2.2035296786719925, z-target=10.0)
Episode =  548, score= 54.796 (best= 72.260, step=48, avg_reward=  1.142, worst=  0.392,  z-Pos=11.366576864813297, z-Vel=3.5055288833454554, z-target=10.0)
Episode =  549, score= 54.471 (best= 72.260, step=37, avg_reward=  1.472, worst=  0.392,  z-Pos=11.320498633256776, z-Vel=2.917940221272274, z-target=10.0)
Episode =  550, score= 54.854 (best= 72.260, step=37, avg_reward=  1.483, worst=  0.392,  z-Pos=11.338863960986956, z-Vel=3.0314395842387682, z-target=10.0)
Episode =  551, score= 58.858 (best= 72.260, step=39, avg_reward=  1.509, worst=  0.392,  z-Pos=11.342736892190242, z-Vel=3.124636160603339, z-target=10.0)
Episode =  552, score= 56.316 (best= 72.260, step=38, avg_reward=  1.482, worst=  0.392,  z-Pos=11.320096876880628, z-Vel=2.939209916395262, z-target=10.0)
Episode =  553, score= 53.671 (best= 72.260, step=37, avg_reward=  1.451, worst=  0.392,  z-Pos=11.343282225338601, z-Vel=2.871466475774725, z-target=10.0)
Episode =  554, score= 47.830 (best= 72.260, step=50, avg_reward=  0.957, worst=  0.392,  z-Pos=11.325737793330314, z-Vel=3.850501048313567, z-target=10.0)
Episode =  555, score= 60.472 (best= 72.260, step=40, avg_reward=  1.512, worst=  0.392,  z-Pos=11.328994189202682, z-Vel=3.067331254768868, z-target=10.0)
Episode =  556, score= 50.437 (best= 72.260, step=46, avg_reward=  1.096, worst=  0.392,  z-Pos=11.32744881927548, z-Vel=3.5974085856747298, z-target=10.0)
Episode =  557, score= 54.080 (best= 72.260, step=47, avg_reward=  1.151, worst=  0.392,  z-Pos=11.37916315653896, z-Vel=3.486502959292662, z-target=10.0)
Episode =  558, score= 42.071 (best= 72.260, step=31, avg_reward=  1.357, worst=  0.392,  z-Pos=11.342825079569636, z-Vel=2.566143634463068, z-target=10.0)
Episode =  559, score= 61.945 (best= 72.260, step=41, avg_reward=  1.511, worst=  0.392,  z-Pos=11.335775442060125, z-Vel=3.187477506459501, z-target=10.0)
Episode =  560, score= 58.585 (best= 72.260, step=46, avg_reward=  1.274, worst=  0.392,  z-Pos=11.367681179787647, z-Vel=3.3057861501870627, z-target=10.0)
Episode =  561, score= 62.407 (best= 72.260, step=41, avg_reward=  1.522, worst=  0.392,  z-Pos=11.352605784870681, z-Vel=3.1614326157235095, z-target=10.0)
Episode =  562, score= 60.170 (best= 72.260, step=44, avg_reward=  1.367, worst=  0.392,  z-Pos=11.350972519824605, z-Vel=3.234319794434694, z-target=10.0)
Episode =  563, score= 60.691 (best= 72.260, step=40, avg_reward=  1.517, worst=  0.392,  z-Pos=11.34724175357256, z-Vel=3.1504983641582633, z-target=10.0)
Episode =  564, score= 52.030 (best= 72.260, step=42, avg_reward=  1.239, worst=  0.392,  z-Pos=11.349412544067361, z-Vel=3.413211974237642, z-target=10.0)
Episode =  565, score= 54.595 (best= 72.260, step=37, avg_reward=  1.476, worst=  0.392,  z-Pos=11.32919841279554, z-Vel=2.9627957663579694, z-target=10.0)
Episode =  566, score= 39.835 (best= 72.260, step=30, avg_reward=  1.328, worst=  0.392,  z-Pos=11.335808666149553, z-Vel=2.4161531553412, z-target=10.0)
Episode =  567, score= 49.829 (best= 72.260, step=46, avg_reward=  1.083, worst=  0.392,  z-Pos=11.384081036836259, z-Vel=3.6756459769749643, z-target=10.0)
Episode =  568, score= 54.049 (best= 72.260, step=45, avg_reward=  1.201, worst=  0.392,  z-Pos=11.35274418063491, z-Vel=3.433107026834143, z-target=10.0)
Episode =  569, score= 52.164 (best= 72.260, step=41, avg_reward=  1.272, worst=  0.392,  z-Pos=11.362103328333005, z-Vel=3.392287224394394, z-target=10.0)
Episode =  570, score= 55.479 (best= 72.260, step=45, avg_reward=  1.233, worst=  0.392,  z-Pos=11.317299016134381, z-Vel=3.3378801281431, z-target=10.0)
Episode =  571, score= 54.683 (best= 72.260, step=49, avg_reward=  1.116, worst=  0.392,  z-Pos=11.346381928032095, z-Vel=3.480388883819656, z-target=10.0)
Episode =  572, score= 52.266 (best= 72.260, step=44, avg_reward=  1.188, worst=  0.392,  z-Pos=11.357585638298094, z-Vel=3.487653936034729, z-target=10.0)
Episode =  573, score= 59.108 (best= 72.260, step=39, avg_reward=  1.516, worst=  0.392,  z-Pos=11.341970944920579, z-Vel=3.159098123017853, z-target=10.0)
Episode =  574, score= 53.945 (best= 72.260, step=41, avg_reward=  1.316, worst=  0.392,  z-Pos=11.37272003680302, z-Vel=3.3481008398478216, z-target=10.0)
Episode =  575, score= 32.042 (best= 72.260, step=26, avg_reward=  1.232, worst=  0.392,  z-Pos=11.328720034559074, z-Vel=1.9812239386567687, z-target=10.0)
Episode =  576, score= 55.696 (best= 72.260, step=46, avg_reward=  1.211, worst=  0.392,  z-Pos=11.36103589306136, z-Vel=3.3858415550374614, z-target=10.0)
Episode =  577, score= 55.161 (best= 72.260, step=42, avg_reward=  1.313, worst=  0.392,  z-Pos=11.325769302348691, z-Vel=3.268651088182385, z-target=10.0)
Episode =  578, score= 54.367 (best= 72.260, step=45, avg_reward=  1.208, worst=  0.392,  z-Pos=11.326547867689312, z-Vel=3.3666320951466377, z-target=10.0)
Episode =  579, score= 55.662 (best= 72.260, step=42, avg_reward=  1.325, worst=  0.392,  z-Pos=11.368495755455152, z-Vel=3.3178438207627288, z-target=10.0)
Episode =  580, score= 52.661 (best= 72.260, step=44, avg_reward=  1.197, worst=  0.392,  z-Pos=11.322387704682466, z-Vel=3.4271496312122878, z-target=10.0)
Episode =  581, score= 51.307 (best= 72.260, step=47, avg_reward=  1.092, worst=  0.392,  z-Pos=11.318590771406814, z-Vel=3.5454495006757956, z-target=10.0)
Episode =  582, score= 57.907 (best= 72.260, step=39, avg_reward=  1.485, worst=  0.392,  z-Pos=11.35694492660668, z-Vel=3.0323527851172574, z-target=10.0)
Episode =  583, score= 52.438 (best= 72.260, step=36, avg_reward=  1.457, worst=  0.392,  z-Pos=11.340146350528764, z-Vel=2.9259298807133964, z-target=10.0)
Episode =  584, score= 49.483 (best= 72.260, step=48, avg_reward=  1.031, worst=  0.392,  z-Pos=11.36790359022091, z-Vel=3.7734211008114595, z-target=10.0)
Episode =  585, score= 43.810 (best= 72.260, step=32, avg_reward=  1.369, worst=  0.392,  z-Pos=11.330375284349486, z-Vel=2.554963440901202, z-target=10.0)
Episode =  586, score= 62.449 (best= 72.260, step=41, avg_reward=  1.523, worst=  0.392,  z-Pos=11.328361834652354, z-Vel=3.0984690789317844, z-target=10.0)
Episode =  587, score= 58.724 (best= 72.260, step=39, avg_reward=  1.506, worst=  0.392,  z-Pos=11.378903888683402, z-Vel=3.21292726914457, z-target=10.0)
Episode =  588, score= 55.219 (best= 72.260, step=44, avg_reward=  1.255, worst=  0.392,  z-Pos=11.366279605399214, z-Vel=3.372886228816361, z-target=10.0)
Episode =  589, score= 55.446 (best= 72.260, step=43, avg_reward=  1.289, worst=  0.392,  z-Pos=11.368261865839798, z-Vel=3.3446524279082177, z-target=10.0)
Episode =  590, score= 61.074 (best= 72.260, step=41, avg_reward=  1.490, worst=  0.392,  z-Pos=11.350684701279329, z-Vel=2.9839293091681736, z-target=10.0)
Episode =  591, score= 65.215 (best= 72.260, step=43, avg_reward=  1.517, worst=  0.392,  z-Pos=11.376877862321903, z-Vel=3.141950377711658, z-target=10.0)
Episode =  592, score= 56.069 (best= 72.260, step=45, avg_reward=  1.246, worst=  0.392,  z-Pos=11.353931630881442, z-Vel=3.351765874304813, z-target=10.0)
Episode =  593, score= 48.456 (best= 72.260, step=34, avg_reward=  1.425, worst=  0.392,  z-Pos=11.327381887985315, z-Vel=2.7815360337256885, z-target=10.0)
Episode =  594, score= 57.454 (best= 72.260, step=42, avg_reward=  1.368, worst=  0.392,  z-Pos=11.377874195500434, z-Vel=3.295159881368735, z-target=10.0)
Episode =  595, score= 55.815 (best= 72.260, step=37, avg_reward=  1.509, worst=  0.392,  z-Pos=11.336100779631339, z-Vel=3.1738823196473716, z-target=10.0)
Episode =  596, score= 65.757 (best= 72.260, step=43, avg_reward=  1.529, worst=  0.392,  z-Pos=11.363114042393615, z-Vel=3.1713518755419217, z-target=10.0)
Episode =  597, score= 64.668 (best= 72.260, step=42, avg_reward=  1.540, worst=  0.392,  z-Pos=11.333082860003682, z-Vel=3.1743412799208515, z-target=10.0)
Episode =  598, score= 50.790 (best= 72.260, step=52, avg_reward=  0.977, worst=  0.392,  z-Pos=11.336751343124606, z-Vel=3.7459032191407498, z-target=10.0)
Episode =  599, score= 53.673 (best= 72.260, step=37, avg_reward=  1.451, worst=  0.392,  z-Pos=11.332942689855154, z-Vel=2.8407076441037464, z-target=10.0)
Episode =  600, score= 55.084 (best= 72.260, step=38, avg_reward=  1.450, worst=  0.392,  z-Pos=11.37175133171994, z-Vel=2.9213295167238815, z-target=10.0)
Episode =  601, score= 54.886 (best= 72.260, step=37, avg_reward=  1.483, worst=  0.392,  z-Pos=11.324102647988587, z-Vel=2.9908315070077442, z-target=10.0)
Episode =  602, score= 55.569 (best= 72.260, step=37, avg_reward=  1.502, worst=  0.392,  z-Pos=11.344323594742765, z-Vel=3.160097533635612, z-target=10.0)
Episode =  603, score= 55.575 (best= 72.260, step=44, avg_reward=  1.263, worst=  0.392,  z-Pos=11.33316470790529, z-Vel=3.304844118653908, z-target=10.0)
Episode =  604, score= 51.238 (best= 72.260, step=46, avg_reward=  1.114, worst=  0.392,  z-Pos=11.365627877327428, z-Vel=3.5935213675804376, z-target=10.0)
Episode =  605, score= 57.994 (best= 72.260, step=39, avg_reward=  1.487, worst=  0.392,  z-Pos=11.354670907483934, z-Vel=3.037579096244139, z-target=10.0)
Episode =  606, score= 55.704 (best= 72.260, step=46, avg_reward=  1.211, worst=  0.392,  z-Pos=11.360825153761366, z-Vel=3.3757704323251945, z-target=10.0)
Episode =  607, score= 56.321 (best= 72.260, step=38, avg_reward=  1.482, worst=  0.392,  z-Pos=11.365307519186915, z-Vel=3.0748605548806576, z-target=10.0)
Episode =  608, score= 51.897 (best= 72.260, step=43, avg_reward=  1.207, worst=  0.392,  z-Pos=11.332837996123725, z-Vel=3.4101312212686636, z-target=10.0)
Episode =  609, score= 69.701 (best= 72.260, step=45, avg_reward=  1.549, worst=  0.392,  z-Pos=11.348007792206591, z-Vel=3.1845478887522325, z-target=10.0)
Episode =  610, score= 54.096 (best= 72.260, step=44, avg_reward=  1.229, worst=  0.392,  z-Pos=11.37819434025984, z-Vel=3.4199344156633487, z-target=10.0)
Episode =  611, score= 64.274 (best= 72.260, step=42, avg_reward=  1.530, worst=  0.392,  z-Pos=11.364534982566278, z-Vel=3.209995019948952, z-target=10.0)
Episode =  612, score= 60.749 (best= 72.260, step=40, avg_reward=  1.519, worst=  0.392,  z-Pos=11.316732704377692, z-Vel=3.070268999285414, z-target=10.0)
Episode =  613, score= 56.993 (best= 72.260, step=45, avg_reward=  1.267, worst=  0.392,  z-Pos=11.358712254358426, z-Vel=3.3244935171404357, z-target=10.0)
Episode =  614, score= 58.261 (best= 72.260, step=41, avg_reward=  1.421, worst=  0.392,  z-Pos=11.322389401486712, z-Vel=3.201753467080729, z-target=10.0)
Episode =  615, score= 52.908 (best= 72.260, step=45, avg_reward=  1.176, worst=  0.392,  z-Pos=11.360285334564274, z-Vel=3.4852402785977548, z-target=10.0)
Episode =  616, score= 55.574 (best= 72.260, step=42, avg_reward=  1.323, worst=  0.392,  z-Pos=11.378156547344071, z-Vel=3.33927458345475, z-target=10.0)
Episode =  617, score= 56.778 (best= 72.260, step=38, avg_reward=  1.494, worst=  0.392,  z-Pos=11.321941536793062, z-Vel=3.0112625960293666, z-target=10.0)
Episode =  618, score= 48.488 (best= 72.260, step=43, avg_reward=  1.128, worst=  0.392,  z-Pos=11.348863171250702, z-Vel=3.6002256134545867, z-target=10.0)
Episode =  619, score= 54.059 (best= 72.260, step=41, avg_reward=  1.319, worst=  0.392,  z-Pos=11.363740914013606, z-Vel=3.342027711835738, z-target=10.0)
Episode =  620, score= 51.062 (best= 72.260, step=48, avg_reward=  1.064, worst=  0.392,  z-Pos=11.373922906816128, z-Vel=3.671327598949526, z-target=10.0)
Episode =  621, score= 59.313 (best= 72.260, step=39, avg_reward=  1.521, worst=  0.392,  z-Pos=11.328389155196179, z-Vel=3.148870315702456, z-target=10.0)
Episode =  622, score= 52.529 (best= 72.260, step=36, avg_reward=  1.459, worst=  0.392,  z-Pos=11.375600529989697, z-Vel=3.0507978207971433, z-target=10.0)
Episode =  623, score= 59.051 (best= 72.260, step=39, avg_reward=  1.514, worst=  0.392,  z-Pos=11.350512806475825, z-Vel=3.1761915699805865, z-target=10.0)
Episode =  624, score= 58.549 (best= 72.260, step=39, avg_reward=  1.501, worst=  0.392,  z-Pos=11.34976884678223, z-Vel=3.1010296986986625, z-target=10.0)
Episode =  625, score= 59.021 (best= 72.260, step=39, avg_reward=  1.513, worst=  0.392,  z-Pos=11.346932395686908, z-Vel=3.160975172072274, z-target=10.0)
Episode =  626, score= 48.820 (best= 72.260, step=51, avg_reward=  0.957, worst=  0.392,  z-Pos=11.323091677358754, z-Vel=3.794410603556649, z-target=10.0)
Episode =  627, score= 60.402 (best= 72.260, step=40, avg_reward=  1.510, worst=  0.392,  z-Pos=11.357238592494413, z-Vel=3.1392073003084837, z-target=10.0)
Episode =  628, score= 49.523 (best= 72.260, step=45, avg_reward=  1.101, worst=  0.392,  z-Pos=11.360153864089211, z-Vel=3.6349882116978005, z-target=10.0)
Episode =  629, score= 48.739 (best= 72.260, step=34, avg_reward=  1.433, worst=  0.392,  z-Pos=11.371526598621722, z-Vel=2.971766278956184, z-target=10.0)
Episode =  630, score= 61.942 (best= 72.260, step=41, avg_reward=  1.511, worst=  0.392,  z-Pos=11.362853369373157, z-Vel=3.1284119613611083, z-target=10.0)
Episode =  631, score= 66.032 (best= 72.260, step=43, avg_reward=  1.536, worst=  0.392,  z-Pos=11.355492732961581, z-Vel=3.1851327636799485, z-target=10.0)
Episode =  632, score= 48.323 (best= 72.260, step=34, avg_reward=  1.421, worst=  0.392,  z-Pos=11.325358644570048, z-Vel=2.7537617246892885, z-target=10.0)
Episode =  633, score= 54.158 (best= 72.260, step=47, avg_reward=  1.152, worst=  0.392,  z-Pos=11.364965342457216, z-Vel=3.5023247165699063, z-target=10.0)
Episode =  634, score= 56.918 (best= 72.260, step=43, avg_reward=  1.324, worst=  0.392,  z-Pos=11.32286727980248, z-Vel=3.260044748284683, z-target=10.0)
Episode =  635, score= 58.802 (best= 72.260, step=39, avg_reward=  1.508, worst=  0.392,  z-Pos=11.369409256248744, z-Vel=3.1958841694828597, z-target=10.0)
Episode =  636, score= 53.655 (best= 72.260, step=37, avg_reward=  1.450, worst=  0.392,  z-Pos=11.369466535046866, z-Vel=2.9480070627790522, z-target=10.0)
Episode =  637, score= 66.224 (best= 72.260, step=43, avg_reward=  1.540, worst=  0.392,  z-Pos=11.319805044211744, z-Vel=3.1125153332368187, z-target=10.0)
Episode =  638, score= 52.259 (best= 72.260, step=45, avg_reward=  1.161, worst=  0.392,  z-Pos=11.322894989254173, z-Vel=3.4636011250151153, z-target=10.0)
Episode =  639, score= 49.201 (best= 72.260, step=35, avg_reward=  1.406, worst=  0.392,  z-Pos=11.321336431525456, z-Vel=2.6302263312004137, z-target=10.0)
Episode =  640, score= 42.077 (best= 72.260, step=31, avg_reward=  1.357, worst=  0.392,  z-Pos=11.328027885027161, z-Vel=2.5159518865172834, z-target=10.0)
Episode =  641, score= 61.009 (best= 72.260, step=44, avg_reward=  1.387, worst=  0.392,  z-Pos=11.360205379608578, z-Vel=3.232918153370276, z-target=10.0)
Episode =  642, score= 56.452 (best= 72.260, step=44, avg_reward=  1.283, worst=  0.392,  z-Pos=11.342367269561809, z-Vel=3.3010552290121495, z-target=10.0)
Episode =  643, score= 51.069 (best= 72.260, step=51, avg_reward=  1.001, worst=  0.392,  z-Pos=11.370797267286093, z-Vel=3.7693461973172186, z-target=10.0)
Episode =  644, score= 57.718 (best= 72.260, step=38, avg_reward=  1.519, worst=  0.392,  z-Pos=11.32362003388907, z-Vel=3.1586824664571793, z-target=10.0)
Episode =  645, score= 46.666 (best= 72.260, step=34, avg_reward=  1.373, worst=  0.392,  z-Pos=11.349982996114479, z-Vel=2.5790752802260535, z-target=10.0)
Episode =  646, score= 56.919 (best= 72.260, step=38, avg_reward=  1.498, worst=  0.392,  z-Pos=11.32268014676545, z-Vel=3.034288203948378, z-target=10.0)
Episode =  647, score= 60.857 (best= 72.260, step=42, avg_reward=  1.449, worst=  0.392,  z-Pos=11.326142221229071, z-Vel=3.1820969418891907, z-target=10.0)
Episode =  648, score= 50.719 (best= 72.260, step=47, avg_reward=  1.079, worst=  0.392,  z-Pos=11.364909032113413, z-Vel=3.6285293292119576, z-target=10.0)
Episode =  649, score= 39.285 (best= 72.260, step=30, avg_reward=  1.309, worst=  0.392,  z-Pos=11.354842473161062, z-Vel=2.385836632122555, z-target=10.0)
Episode =  650, score= 51.912 (best= 72.260, step=42, avg_reward=  1.236, worst=  0.392,  z-Pos=11.359859586919967, z-Vel=3.4124694108131646, z-target=10.0)
Episode =  651, score= 55.000 (best= 72.260, step=43, avg_reward=  1.279, worst=  0.392,  z-Pos=11.321330032125472, z-Vel=3.3041304868065713, z-target=10.0)
Episode =  652, score= 51.114 (best= 72.260, step=53, avg_reward=  0.964, worst=  0.392,  z-Pos=11.339192399674257, z-Vel=3.765839250440423, z-target=10.0)
Episode =  653, score= 51.166 (best= 72.260, step=42, avg_reward=  1.218, worst=  0.392,  z-Pos=11.335850998518147, z-Vel=3.4574203245011073, z-target=10.0)
Episode =  654, score= 53.933 (best= 72.260, step=37, avg_reward=  1.458, worst=  0.392,  z-Pos=11.334263244468872, z-Vel=2.881528386385488, z-target=10.0)
Episode =  655, score= 47.581 (best= 72.260, step=34, avg_reward=  1.399, worst=  0.392,  z-Pos=11.33932450767967, z-Vel=2.6826594401224235, z-target=10.0)
Episode =  656, score= 55.601 (best= 72.260, step=43, avg_reward=  1.293, worst=  0.392,  z-Pos=11.355236662370304, z-Vel=3.33204934569612, z-target=10.0)
Episode =  657, score= 53.760 (best= 72.260, step=43, avg_reward=  1.250, worst=  0.392,  z-Pos=11.345719473727122, z-Vel=3.3824283315325743, z-target=10.0)
Episode =  658, score= 58.167 (best= 72.260, step=39, avg_reward=  1.491, worst=  0.392,  z-Pos=11.362441107749172, z-Vel=3.229554339442126, z-target=10.0)
Episode =  659, score= 61.231 (best= 72.260, step=40, avg_reward=  1.531, worst=  0.392,  z-Pos=11.325624216487371, z-Vel=3.1644521270973636, z-target=10.0)
Episode =  660, score= 55.463 (best= 72.260, step=40, avg_reward=  1.387, worst=  0.392,  z-Pos=11.336691719287057, z-Vel=3.2487054401903888, z-target=10.0)
Episode =  661, score= 47.188 (best= 72.260, step=34, avg_reward=  1.388, worst=  0.392,  z-Pos=11.362376025101431, z-Vel=2.696306303616057, z-target=10.0)
Episode =  662, score= 53.985 (best= 72.260, step=48, avg_reward=  1.125, worst=  0.392,  z-Pos=11.345974610188492, z-Vel=3.491520247922344, z-target=10.0)
Episode =  663, score= 60.266 (best= 72.260, step=40, avg_reward=  1.507, worst=  0.392,  z-Pos=11.330402426962038, z-Vel=3.0433777057712996, z-target=10.0)
Episode =  664, score= 64.007 (best= 72.260, step=42, avg_reward=  1.524, worst=  0.392,  z-Pos=11.357375068025467, z-Vel=3.1552814081506404, z-target=10.0)
